2,1,1810,752,87,121
2,2,3446,550,31,71
2,3,3858,543,39,120
2,5,1555,565,30,48
2,6,3767,479,24,41
2,7,3294,484,24,38
2,8,3516,481,29,53
2,9,3666,448,24,40
2,10,3404,473,22,37
2,12,1646,534,25,33
2,14,3721,459,21,41
3,1,1835,762,100,132
3,2,3458,548,29,72
3,3,3861,532,39,131
3,5,1561,564,27,50
3,6,3774,479,22,40
3,7,3300,485,23,38
3,8,3525,478,30,57
3,9,3667,448,25,41
3,10,3411,473,21,37
3,12,1652,536,24,35
3,14,3725,465,23,41
4,1,1873,776,104,132
4,2,3469,545,28,71
4,3,3864,526,40,128
4,5,1566,564,26,55
4,6,3779,479,20,41
4,7,3306,485,22,39
4,8,3537,485,28,47
4,9,3669,449,25,39
4,10,3417,473,22,39
4,12,1657,541,24,34
4,14,3730,468,22,42
4,16,3557,508,39,46
5,1,1906,793,116,147
5,2,3481,545,30,71
5,3,3865,530,42,121
5,5,1569,566,25,57
5,6,3781,477,25,44
5,7,3315,487,20,38
5,9,3671,448,26,41
5,10,3422,477,26,39
5,12,1664,538,24,33
5,14,3737,471,23,38
5,16,3557,501,42,50
6,1,1960,817,120,141
6,2,3496,543,29,74
6,3,3867,525,44,116
6,5,1571,568,26,57
6,6,3786,477,26,43
6,7,3320,487,21,37
6,8,3558,494,27,40
6,9,3674,448,26,42
6,10,3427,479,24,37
6,14,3746,472,22,38
6,16,3579,509,41,47
7,1,2002,833,146,161
7,2,3507,539,28,72
7,3,3865,544,41,93
7,5,1574,571,29,53
7,6,3792,477,27,45
7,7,3330,489,22,42
7,8,3571,502,25,34
7,9,3680,450,24,37
7,10,3431,479,26,41
7,12,1675,529,24,35
7,14,3749,470,20,34
7,16,3601,513,33,43
8,1,2074,860,152,157
8,2,3519,541,30,71
8,3,3863,555,37,76
8,5,1581,573,31,52
8,6,3800,475,24,43
8,7,3337,489,21,40
8,8,3579,504,24,29
8,10,3435,481,24,42
8,14,3754,473,21,35
8,16,3617,511,29,47
9,1,2130,886,199,190
9,2,3534,545,28,66
9,3,3857,554,35,73
9,5,1592,573,31,58
9,6,3804,475,25,45
9,7,3348,492,20,38
9,8,3586,504,25,29
9,9,3571,462,26,34
9,10,3440,483,22,45
9,12,1686,528,24,38
9,14,3765,473,19,36
9,16,3629,511,27,48
9,17,3900,527,25,52
10,2,3550,547,25,62
10,3,3851,549,29,66
10,5,1605,575,29,57
10,6,3811,473,27,45
10,7,3357,491,19,37
10,8,3593,507,24,33
10,9,3548,471,26,35
10,10,3444,483,22,51
10,12,1689,527,25,41
10,14,3771,472,19,38
10,16,3641,512,25,52
10,17,3907,533,23,53
11,1,2846,790,157,200
11,2,3561,546,24,60
11,3,3845,547,29,65
11,5,1614,578,31,55
11,6,3818,472,27,47
11,7,3367,493,22,40
11,8,3600,507,25,37
11,9,3545,466,26,36
11,10,3449,484,21,53
11,12,1693,529,26,41
11,16,3653,514,23,57
11,17,3913,536,23,52
12,1,2955,790,106,193
12,2,3570,549,27,61
12,3,3836,545,28,62
12,5,1627,581,32,57
12,6,3823,474,26,49
12,7,3377,492,22,42
12,8,3611,506,24,41
12,10,3453,481,22,57
12,12,1700,537,22,34
12,14,3780,470,21,43
12,16,3664,515,23,63
12,17,3919,535,25,60
12,19,3711,446,23,45
13,1,3027,782,115,192
13,2,3581,551,26,59
13,3,3825,538,27,62
13,5,1641,583,33,63
13,6,3829,474,27,44
13,7,3386,491,24,43
13,8,3613,506,24,39
13,9,3554,473,23,35
13,10,3458,484,23,56
13,12,1705,539,20,30
13,14,3783,470,21,41
13,16,3677,516,24,65
13,17,3926,537,25,57
13,19,3715,446,23,46
14,1,3124,778,91,188
14,2,3588,546,25,62
14,3,3817,538,25,56
14,5,1657,587,32,65
14,6,3838,476,28,44
14,7,3396,488,25,48
14,8,3618,510,27,41
14,9,3561,474,21,37
14,10,3464,485,23,57
14,12,1709,540,20,31
14,16,3691,520,24,66
14,17,3933,540,25,53
15,1,3196,769,116,191
15,2,3597,548,25,64
15,3,3810,532,24,57
15,5,1675,594,31,63
15,6,3849,480,28,43
15,7,3406,490,25,49
15,8,3623,512,29,41
15,9,3570,472,21,37
15,10,3472,491,21,54
15,16,3703,520,26,67
15,17,3939,538,22,56
16,1,3305,761,80,176
16,2,3602,548,27,71
16,3,3802,529,25,56
16,5,1693,595,31,68
16,6,3854,480,28,38
16,7,3416,497,25,46
16,8,3629,512,31,45
16,9,3574,472,23,36
16,10,3479,492,22,54
16,14,3803,460,21,42
16,16,3717,523,24,68
16,17,3940,539,24,51
17,1,3372,748,106,171
17,2,3612,552,27,69
17,3,3793,523,23,52
17,5,1718,598,28,73
17,6,3860,480,26,39
17,7,3427,495,22,48
17,8,3634,510,30,43
17,10,3487,494,23,53
17,14,3814,453,25,47
17,16,3734,529,22,65
17,17,3943,537,24,54
18,1,3458,740,86,170
18,2,3625,554,25,72
18,3,3785,521,26,49
18,5,1737,605,30,73
18,6,3865,481,26,40
18,7,3439,501,22,46
18,8,3639,512,31,46
18,10,3499,499,23,52
18,14,3819,451,25,50
18,16,3748,526,29,69
18,17,3946,538,25,48
19,1,3524,732,90,169
19,2,3641,530,30,96
19,5,1753,608,32,71
19,6,3871,482,25,38
19,7,3448,499,24,51
19,9,3595,465,24,38
19,10,3507,496,25,54
19,12,1724,544,18,32
19,14,3819,453,29,46
19,16,3761,523,35,75
19,17,3949,540,27,45
20,1,3603,729,72,160
20,2,3652,521,34,104
20,5,1770,618,31,71
20,6,3878,481,26,38
20,7,3461,499,24,53
